mandal,date,rainfall,temp_min,temp_max,humidity_min,humidity_max,wind_speed_min,wind_speed_max
Shaikpet,01-01-2018,0.0,17.4,30.3,40.6,85.0,0.0,4.8
Shaikpet,02-01-2018,0.0,19.4,31.6,37.5,74.9,0.0,8.5
Shaikpet,03-01-2018,0.0,19.3,29.9,43.8,86.4,0.0,8.0
Shaikpet,04-01-2018,0.0,18.2,29.3,41.6,80.9,0.0,7.0
Shaikpet,05-01-2018,0.0,17.1,28.0,42.9,71.2,0.0,11.2
Shaikpet,06-01-2018,0.0,15.9,29.3,37.5,76.8,0.0,7.3
Shaikpet,07-01-2018,0.0,17.2,29.9,35.5,74.4,0.0,7.1
Shaikpet,08-01-2018,0.0,16.9,27.89,40.9,74.6,0.0,10.3
Shaikpet,09-01-2018,0.0,17.3,26.7,42.7,81.6,0.0,9.8
Shaikpet,10-01-2018,0.0,17.4,26.4,51.2,77.8,0.0,13.2
Shaikpet,11-01-2018,0.0,17.9,29.1,49.2,71.9,0.0,10.3
Shaikpet,12-01-2018,0.0,18.4,31.1,46.4,75.6,0.0,6.6
Shaikpet,13-01-2018,0.0,19.4,31.7,38.8,71.4,0.0,9.9
Shaikpet,14-01-2018,0.0,18.2,31.1,37.1,71.6,0.0,10.6
Shaikpet,15-01-2018,0.0,20.3,30.7,44.7,85.0,0.0,12.2
Shaikpet,16-01-2018,0.0,19.3,31.8,40.0,82.6,0.0,1.6
Shaikpet,17-01-2018,0.0,19.8,32.1,34.8,74.1,0.0,8.4
Shaikpet,18-01-2018,0.0,17.7,30.0,41.7,82.0,0.0,9.9
Shaikpet,19-01-2018,0.0,17.9,29.1,40.4,75.7,0.0,10.6
Shaikpet,20-01-2018,0.0,15.7,30.0,30.3,76.9,0.0,11.4
Shaikpet,21-01-2018,0.0,16.0,30.8,29.0,81.0,0.0,4.1
Shaikpet,22-01-2018,0.0,17.5,28.3,40.1,79.9,0.0,10.7
Shaikpet,23-01-2018,0.0,18.0,30.1,35.8,78.6,0.0,10.0
Shaikpet,24-01-2018,0.0,19.1,31.5,39.4,80.4,0.0,6.0
Shaikpet,25-01-2018,0.0,17.8,30.7,40.3,74.7,0.0,7.6
Shaikpet,26-01-2018,0.0,18.6,32.2,35.3,68.8,0.0,5.6
Shaikpet,27-01-2018,0.0,16.3,30.1,33.5,76.4,0.0,9.0
Shaikpet,28-01-2018,0.0,18.5,29.9,35.2,74.7,0.0,6.5
Shaikpet,29-01-2018,0.0,18.9,31.0,39.0,82.6,0.0,11.4
Shaikpet,30-01-2018,0.0,16.0,28.8,43.7,73.8,0.0,10.5
Shaikpet,31-01-2018,0.0,16.6,29.6,30.3,64.2,0.0,15.1
Shaikpet,01-02-2018,0.0,15.7,30.2,25.9,63.2,0.0,14.6
Shaikpet,02-02-2018,0.0,16.3,31.0,26.0,63.7,0.0,10.6
Shaikpet,03-02-2018,0.0,16.5,31.3,25.2,60.2,0.0,8.4
Shaikpet,04-02-2018,0.0,18.1,30.7,28.7,51.5,0.0,10.8
Shaikpet,05-02-2018,0.0,18.2,30.5,31.1,68.4,0.0,9.1
Shaikpet,06-02-2018,0.0,17.5,30.0,33.0,81.2,0.0,14.8
Shaikpet,07-02-2018,0.0,18.5,29.3,22.6,70.0,0.0,12.2
Shaikpet,08-02-2018,0.0,19.8,29.0,34.4,65.5,0.0,4.6
Shaikpet,09-02-2018,0.0,20.6,34.3,32.7,70.6,0.0,5.2
Shaikpet,10-02-2018,0.0,20.5,32.3,33.5,72.1,0.0,6.0
Shaikpet,11-02-2018,0.0,21.3,29.4,48.9,71.4,0.0,12.0
Shaikpet,12-02-2018,0.0,20.7,30.9,39.0,85.2,0.0,9.1
Shaikpet,13-02-2018,0.0,20.2,31.7,47.9,84.4,0.0,9.9
Shaikpet,14-02-2018,0.0,20.6,29.6,45.1,83.3,0.0,11.4
Shaikpet,15-02-2018,0.0,20.1,28.7,41.2,67.6,0.0,11.8
Shaikpet,16-02-2018,0.0,20.4,30.1,45.3,68.8,0.0,7.2
Shaikpet,17-02-2018,0.0,18.7,32.8,28.7,59.0,0.0,9.1
Shaikpet,18-02-2018,0.0,19.2,32.8,28.7,68.2,0.0,9.2
Shaikpet,19-02-2018,0.0,21.6,32.2,35.2,67.4,0.0,8.5
Shaikpet,20-02-2018,0.0,21.4,32.6,37.0,72.7,0.0,7.6
Shaikpet,21-02-2018,0.0,21.5,33.4,33.2,73.6,0.0,9.5
Shaikpet,22-02-2018,0.0,22.3,31.5,38.9,46.9,0.0,11.1
Shaikpet,23-02-2018,0.0,22.0,32.3,38.5,64.3,0.0,8.5
Shaikpet,24-02-2018,0.0,21.6,33.5,33.5,59.2,0.0,12.7
Shaikpet,25-02-2018,0.0,19.5,32.4,28.8,70.5,0.0,12.7
Shaikpet,26-02-2018,0.0,18.0,31.7,29.9,67.9,0.0,14.2
Shaikpet,27-02-2018,0.0,20.3,33.5,27.2,55.6,0.0,11.5
Shaikpet,28-02-2018,0.0,22.2,34.3,29.3,58.4,0.0,14.4
Shaikpet,01-03-2018,0.0,20.7,34.4,29.3,59.9,0.0,12.1
Shaikpet,02-03-2018,0.0,20.8,34.1,26.7,59.3,0.0,9.4
Shaikpet,03-03-2018,0.0,23.8,35.6,26.9,46.1,0.0,14.9
Shaikpet,04-03-2018,0.0,23.9,37.2,25.0,49.6,0.0,8.0
Shaikpet,05-03-2018,0.0,22.5,37.7,25.8,50.5,0.0,8.0
Shaikpet,06-03-2018,0.0,24.0,37.6,24.6,45.8,0.0,11.4
Shaikpet,07-03-2018,0.0,24.0,36.3,25.4,46.8,0.0,10.7
Shaikpet,08-03-2018,0.0,23.4,36.2,23.7,54.8,0.0,9.9
Shaikpet,09-03-2018,0.0,22.8,36.0,24.0,61.8,0.0,8.4
Shaikpet,10-03-2018,0.0,22.8,36.3,26.0,65.3,0.0,7.7
Shaikpet,11-03-2018,0.0,26.3,36.9,30.4,57.7,0.0,10.8
Shaikpet,12-03-2018,0.0,24.9,36.1,28.3,60.8,0.0,11.3
Shaikpet,13-03-2018,0.0,22.8,37.1,26.5,63.2,0.0,11.4
Shaikpet,14-03-2018,0.0,21.9,35.9,26.4,72.6,0.0,9.1
Shaikpet,15-03-2018,0.0,27.6,37.7,23.5,52.8,0.0,10.8
Shaikpet,16-03-2018,0.0,25.7,34.4,37.7,69.6,0.0,7.1
Shaikpet,17-03-2018,0.8,20.7,28.8,48.3,87.9,0.0,15.4
Shaikpet,18-03-2018,0.0,22.2,32.5,48.8,87.1,0.0,9.8
Shaikpet,19-03-2018,0.0,22.7,33.5,46.0,70.4,0.0,11.6
Shaikpet,20-03-2018,0.0,24.5,34.5,32.8,57.3,0.0,9.9
Shaikpet,21-03-2018,0.0,26.1,38.0,31.1,55.4,0.0,5.7
Shaikpet,22-03-2018,0.0,25.3,37.0,30.9,68.1,0.0,7.1
Shaikpet,23-03-2018,0.0,24.0,37.8,28.2,52.1,0.0,10.1
Shaikpet,24-03-2018,0.0,23.8,37.4,25.6,53.1,0.0,8.1
Shaikpet,25-03-2018,0.0,25.5,37.8,24.3,78.1,0.0,9.0
Shaikpet,26-03-2018,0.0,25.1,35.4,37.9,74.7,0.0,10.7
Shaikpet,27-03-2018,0.0,25.5,36.0,33.3,59.3,0.0,9.1
Shaikpet,28-03-2018,0.0,26.0,37.9,26.2,53.5,0.0,8.2
Shaikpet,29-03-2018,0.0,26.3,38.3,27.3,72.3,0.0,5.2
Shaikpet,30-03-2018,0.0,26.7,37.8,27.1,75.2,0.0,10.1
Shaikpet,31-03-2018,0.0,26.5,38.5,21.8,64.4,0.0,5.9
Shaikpet,01-04-2018,0.0,25.5,37.7,38.0,83.8,0.1,11.8
Shaikpet,02-04-2018,0.0,23.8,37.4,39.6,79.9,0.0,16.5
Shaikpet,03-04-2018,1.0,20.2,35.3,48.6,83.2,0.0,10.8
Shaikpet,04-04-2018,0.0,25.8,37.5,32.2,71.8,0.0,8.1
Shaikpet,05-04-2018,0.0,24.5,36.9,33.8,83.9,0.0,10.1
Shaikpet,06-04-2018,0.0,25.7,37.5,38.5,72.6,0.0,9.3
Shaikpet,07-04-2018,42.0,20.1,37.5,38.2,86.8,0.0,14.2
Shaikpet,08-04-2018,12.0,19.5,38.0,30.7,89.4,0.0,9.6
Shaikpet,09-04-2018,0.8,21.1,34.8,42.6,82.4,0.0,7.1
Shaikpet,10-04-2018,0.0,24.1,35.8,43.9,75.9,0.0,5.9
Shaikpet,11-04-2018,0.0,23.4,34.2,42.2,82.3,0.0,6.1
Shaikpet,12-04-2018,0.0,25.3,37.2,36.7,66.6,0.0,10.2
Shaikpet,13-04-2018,0.0,24.8,38.0,36.2,76.7,0.0,7.3
Shaikpet,14-04-2018,0.0,26.9,36.9,34.0,70.0,0.0,11.2
Shaikpet,15-04-2018,0.0,25.9,37.9,34.9,80.8,0.0,11.0
Shaikpet,16-04-2018,0.0,25.9,31.8,61.0,79.2,0.0,14.2
Shaikpet,17-04-2018,0.0,27.3,37.2,38.8,66.7,0.0,7.7
Shaikpet,18-04-2018,0.0,27.4,38.3,33.5,63.1,0.0,14.3
Shaikpet,19-04-2018,0.0,28.1,38.1,32.1,60.4,0.0,6.0
Shaikpet,20-04-2018,0.0,28.6,39.6,24.6,63.8,0.0,5.6
Shaikpet,21-04-2018,0.0,26.4,40.3,25.0,63.5,0.0,11.9
Shaikpet,22-04-2018,0.0,28.4,40.0,26.2,70.9,0.0,12.0
Shaikpet,23-04-2018,0.0,27.9,39.7,32.5,69.0,0.0,8.0
Shaikpet,24-04-2018,0.0,30.2,41.0,29.4,57.9,0.0,7.0
Shaikpet,25-04-2018,0.0,25.8,41.4,20.2,82.7,0.0,13.4
Shaikpet,26-04-2018,0.0,27.8,40.4,26.8,67.7,0.0,6.9
Shaikpet,27-04-2018,0.0,26.8,40.0,32.6,73.7,0.0,9.7
Shaikpet,28-04-2018,0.0,26.9,40.7,30.3,68.0,0.0,6.9
Shaikpet,29-04-2018,0.0,28.9,40.1,33.5,55.7,0.0,6.1
Shaikpet,30-04-2018,0.0,29.0,41.5,26.4,55.3,0.0,8.3
Shaikpet,01-05-2018,0.0,28.7,41.3,24.6,73.6,0.0,8.1
Shaikpet,02-05-2018,0.0,26.6,41.2,26.0,81.2,0.0,15.8
Shaikpet,03-05-2018,0.5,25.4,41.3,35.5,76.1,0.0,14.6
Shaikpet,04-05-2018,0.0,23.6,40.2,44.6,81.3,0.0,16.0
Shaikpet,05-05-2018,0.0,26.4,37.9,37.3,74.3,0.0,8.4
Shaikpet,06-05-2018,0.0,28.6,41.0,34.0,71.4,0.0,7.1
Shaikpet,07-05-2018,0.0,29.0,41.1,32.7,59.1,0.0,7.9
Shaikpet,08-05-2018,0.0,30.1,41.5,29.8,53.8,0.0,9.3
Shaikpet,09-05-2018,0.0,29.8,41.4,27.6,65.4,0.0,8.5
Shaikpet,10-05-2018,0.0,28.1,39.3,40.3,72.5,0.0,14.7
Shaikpet,11-05-2018,0.0,28.8,38.5,38.8,69.8,0.0,8.5
Shaikpet,12-05-2018,0.0,28.8,41.6,32.1,71.7,0.0,6.1
Shaikpet,13-05-2018,0.5,27.2,40.4,35.1,60.1,0.0,14.2
Shaikpet,14-05-2018,0.0,27.7,37.3,39.2,63.4,0.0,7.8
Shaikpet,15-05-2018,0.5,24.2,38.9,36.8,75.3,0.0,11.0
Shaikpet,16-05-2018,0.0,27.0,37.4,41.5,72.7,0.0,3.0
Shaikpet,17-05-2018,0.0,29.0,39.9,35.7,59.4,0.0,2.7
Shaikpet,18-05-2018,38.0,22.6,40.6,35.7,88.5,0.0,9.8
Shaikpet,19-05-2018,0.0,29.2,41.1,29.7,59.3,0.0,6.0
Shaikpet,20-05-2018,0.0,28.5,41.7,28.6,60.1,0.0,9.0
Shaikpet,21-05-2018,0.0,29.1,41.1,31.2,67.6,0.0,7.1
Shaikpet,22-05-2018,0.0,29.0,39.2,39.1,67.5,0.0,11.3
Shaikpet,23-05-2018,0.0,29.2,40.4,36.4,68.2,0.0,4.6
Shaikpet,24-05-2018,0.0,29.0,37.7,44.2,65.6,0.0,12.1
Shaikpet,25-05-2018,2.3,22.9,41.3,35.3,85.6,0.0,14.3
Shaikpet,26-05-2018,0.0,27.9,38.8,38.9,71.3,0.0,7.0
Shaikpet,27-05-2018,0.0,26.7,38.4,41.1,72.2,0.0,9.0
Shaikpet,28-05-2018,0.0,28.7,39.1,40.1,70.7,0.0,7.3
Shaikpet,29-05-2018,0.0,29.0,41.3,36.6,64.4,0.0,7.1
Shaikpet,30-05-2018,0.0,27.9,42.0,31.4,72.2,0.0,12.8
Shaikpet,31-05-2018,0.0,29.8,41.4,35.9,68.8,0.0,8.7
Shaikpet,01-06-2018,11.0,23.6,39.5,43.6,89.7,0.0,15.3
Shaikpet,02-06-2018,0.0,25.3,38.9,42.6,77.6,0.0,12.9
Shaikpet,03-06-2018,0.0,26.5,31.6,62.9,78.2,0.0,6.8
Shaikpet,04-06-2018,1.3,24.0,37.6,42.1,78.4,0.0,13.7
Shaikpet,05-06-2018,0.0,26.5,37.8,45.3,76.9,0.0,11.4
Shaikpet,06-06-2018,0.0,26.6,38.1,44.1,75.8,0.0,9.6
Shaikpet,07-06-2018,3.8,23.7,37.2,47.4,91.2,0.0,8.9
Shaikpet,08-06-2018,0.0,25.3,33.1,56.6,83.7,0.0,11.1
Shaikpet,09-06-2018,0.0,25.4,32.3,61.1,83.6,0.0,9.4
Shaikpet,10-06-2018,0.3,24.5,33.8,53.0,85.1,0.0,11.4
Shaikpet,11-06-2018,0.3,23.7,33.8,59.2,89.0,1.2,10.1
Shaikpet,12-06-2018,0.8,24.0,31.6,66.7,90.4,0.0,12.7
Shaikpet,13-06-2018,1.0,25.5,32.9,58.2,81.3,0.0,10.6
Shaikpet,14-06-2018,0.0,26.2,35.5,50.1,76.7,0.0,13.4
Shaikpet,15-06-2018,0.0,26.8,34.8,51.1,73.4,0.0,8.4
Shaikpet,16-06-2018,0.0,26.0,37.5,41.2,74.5,0.0,9.7
Shaikpet,17-06-2018,0.0,27.0,36.9,41.2,71.8,0.0,12.3
Shaikpet,18-06-2018,1.3,25.5,35.4,45.6,81.1,0.0,14.6
Shaikpet,19-06-2018,0.0,24.8,33.8,51.6,77.1,0.0,12.7
Shaikpet,20-06-2018,0.0,26.1,34.9,49.0,74.5,0.0,9.6
Shaikpet,21-06-2018,0.0,26.9,38.1,43.7,71.4,0.0,5.8
Shaikpet,22-06-2018,0.0,25.9,37.6,45.0,80.7,0.0,6.3
Shaikpet,23-06-2018,16.3,23.4,33.8,58.6,92.5,0.0,5.8
Shaikpet,24-06-2018,0.0,24.1,31.4,66.7,92.0,0.0,6.0
Shaikpet,25-06-2018,0.0,24.1,32.4,58.7,82.0,0.0,8.8
Shaikpet,26-06-2018,0.0,24.4,31.8,61.1,81.7,0.0,13.3
Shaikpet,27-06-2018,0.0,24.9,32.6,54.6,79.9,0.0,12.0
Shaikpet,28-06-2018,0.0,25.0,33.0,55.6,81.9,0.0,12.0
Shaikpet,29-06-2018,0.0,25.1,32.6,57.6,79.5,0.0,7.9
Shaikpet,30-06-2018,0.0,25.3,33.6,54.8,76.8,0.0,6.9
Shaikpet,01-07-2018,0.0,25.2,36.1,45.2,76.2,0.0,7.1
Shaikpet,02-07-2018,0.0,25.2,33.2,51.6,80.7,0.0,12.1
Shaikpet,03-07-2018,0.0,24.2,34.7,50.1,80.1,0.0,15.6
Shaikpet,04-07-2018,0.0,25.0,31.3,57.7,78.1,0.0,13.8
Shaikpet,05-07-2018,0.0,24.7,33.0,54.3,77.8,0.0,10.7
Shaikpet,06-07-2018,4.8,23.1,33.1,56.5,91.5,0.0,12.5
Shaikpet,07-07-2018,0.0,23.7,30.1,66.8,89.0,0.0,12.5
Shaikpet,08-07-2018,3.0,22.8,26.6,78.4,91.4,0.0,9.5
Shaikpet,09-07-2018,0.5,23.3,26.3,81.1,89.7,0.0,9.2
Shaikpet,10-07-2018,7.0,23.3,29.0,73.0,91.9,0.0,8.3
Shaikpet,11-07-2018,0.0,24.1,29.4,70.1,83.8,0.1,14.9
Shaikpet,12-07-2018,8.5,22.0,29.4,68.9,92.8,0.3,10.2
Shaikpet,13-07-2018,3.8,22.5,24.5,84.8,92.8,0.3,15.3
Shaikpet,14-07-2018,3.0,22.9,28.8,75.2,91.3,2.6,12.3
Shaikpet,15-07-2018,2.5,23.6,28.1,81.6,90.6,0.0,9.9
Shaikpet,16-07-2018,1.3,24.2,27.8,75.8,90.7,0.0,12.7
Shaikpet,17-07-2018,2.0,23.9,25.6,83.0,90.7,1.5,12.1
Shaikpet,18-07-2018,1.5,24.5,30.5,68.6,84.9,0.0,15.0
Shaikpet,19-07-2018,0.0,23.3,30.4,67.9,85.1,0.0,15.4
Shaikpet,20-07-2018,0.0,24.0,30.9,66.2,84.0,0.1,14.2
Shaikpet,21-07-2018,0.0,23.9,29.8,70.6,83.0,2.0,12.0
Shaikpet,22-07-2018,0.0,24.0,30.9,62.6,82.4,0.0,12.7
Shaikpet,23-07-2018,0.0,24.0,29.9,65.5,82.7,0.0,10.9
Shaikpet,24-07-2018,0.0,24.3,31.8,59.8,82.3,0.0,11.5
Shaikpet,25-07-2018,0.0,24.5,32.4,58.5,81.9,0.0,10.8
Shaikpet,26-07-2018,0.5,24.5,33.2,54.2,84.6,0.0,9.1
Shaikpet,27-07-2018,0.0,24.5,29.7,64.8,82.6,0.0,13.7
Shaikpet,28-07-2018,0.0,24.3,31.2,62.0,81.3,0.0,13.2
Shaikpet,29-07-2018,0.0,24.3,32.1,58.3,82.2,0.0,7.3
Shaikpet,30-07-2018,0.0,25.0,32.6,53.5,76.5,0.0,11.4
Shaikpet,31-07-2018,0.0,23.9,33.5,51.6,80.5,0.0,10.2
Shaikpet,01-08-2018,0.0,24.1,32.2,55.6,80.3,0.0,11.6
Shaikpet,02-08-2018,5.5,21.9,32.2,56.2,91.7,0.0,10.5
Shaikpet,03-08-2018,0.0,24.5,31.9,59.4,80.6,0.0,9.2
Shaikpet,04-08-2018,0.0,24.4,33.4,55.4,80.9,0.0,15.2
Shaikpet,05-08-2018,1.0,23.9,32.7,57.7,83.2,0.0,9.9
Shaikpet,06-08-2018,0.0,24.2,32.3,54.2,77.8,0.0,10.2
Shaikpet,07-08-2018,0.0,23.7,31.5,54.7,81.1,0.0,12.0
Shaikpet,08-08-2018,0.3,24.3,29.0,63.9,80.0,0.0,10.2
Shaikpet,09-08-2018,0.3,24.0,29.9,61.8,88.3,0.0,10.8
Shaikpet,10-08-2018,35.5,23.1,32.5,57.8,92.9,0.0,8.5
Shaikpet,11-08-2018,1.5,22.7,31.0,64.1,90.5,0.0,12.3
Shaikpet,12-08-2018,19.8,22.6,24.6,85.8,93.0,0.0,10.5
Shaikpet,13-08-2018,0.0,23.4,26.6,77.1,88.6,0.0,13.2
Shaikpet,14-08-2018,1.0,23.5,29.0,71.8,91.7,0.0,10.4
Shaikpet,15-08-2018,2.5,24.6,28.2,74.2,84.8,0.0,10.6
Shaikpet,16-08-2018,3.8,22.6,29.8,76.8,92.4,0.0,14.5
Shaikpet,17-08-2018,3.5,22.6,27.2,82.7,92.4,0.0,11.3
Shaikpet,18-08-2018,1.0,23.1,32.4,64.4,89.1,0.1,7.9
Shaikpet,19-08-2018,0.3,23.8,29.7,69.4,85.6,0.0,10.5
Shaikpet,20-08-2018,7.3,22.4,27.4,76.8,92.4,0.0,12.1
Shaikpet,21-08-2018,10.0,22.3,23.7,87.7,92.1,0.0,15.3
Shaikpet,22-08-2018,0.0,22.8,27.9,72.6,86.9,0.0,11.9
Shaikpet,23-08-2018,8.3,23.3,30.2,68.7,89.1,0.0,10.5
Shaikpet,24-08-2018,0.0,23.3,29.6,69.1,86.0,0.0,7.8
Shaikpet,25-08-2018,0.0,23.7,30.9,62.7,84.9,0.0,10.8
Shaikpet,26-08-2018,0.0,23.4,30.9,64.8,86.4,0.0,8.1
Shaikpet,27-08-2018,1.3,22.6,29.3,69.3,91.8,0.0,5.4
Shaikpet,28-08-2018,1.8,23.1,29.0,71.2,90.5,0.0,9.6
Shaikpet,29-08-2018,0.8,22.8,30.7,64.5,89.8,0.0,4.6
Shaikpet,30-08-2018,0.0,23.9,31.8,58.9,84.6,0.0,4.4
Shaikpet,31-08-2018,0.0,24.2,32.0,54.5,86.4,0.0,7.7
Shaikpet,01-09-2018,0.0,24.2,31.6,59.9,85.2,0.0,8.9
Shaikpet,02-09-2018,2.5,23.1,31.9,56.6,91.9,0.0,6.7
Shaikpet,03-09-2018,5.5,22.7,30.6,62.4,91.7,0.0,7.2
Shaikpet,04-09-2018,0.8,23.2,31.2,62.2,87.0,0.0,1.9
Shaikpet,05-09-2018,0.0,23.8,31.9,57.9,84.7,0.0,5.4
Shaikpet,06-09-2018,1.3,21.8,31.4,58.8,91.4,0.0,9.0
Shaikpet,07-09-2018,0.0,23.7,29.4,64.4,80.1,0.0,12.1
Shaikpet,08-09-2018,0.0,22.7,31.4,54.1,83.0,0.0,10.1
Shaikpet,09-09-2018,0.0,22.8,33.0,47.7,79.2,0.0,8.3
Shaikpet,10-09-2018,0.0,24.2,34.9,48.3,81.9,0.0,1.7
Shaikpet,11-09-2018,1.0,23.4,36.1,45.3,87.5,0.0,12.7
Shaikpet,12-09-2018,22.5,22.3,33.8,52.2,92.3,0.0,9.5
Shaikpet,13-09-2018,0.3,23.3,32.5,61.6,92.4,0.0,4.0
Shaikpet,14-09-2018,0.0,23.9,34.7,52.1,86.3,0.0,1.1
Shaikpet,15-09-2018,0.0,24.4,35.6,48.8,84.5,0.0,2.2
Shaikpet,16-09-2018,0.0,25.2,35.6,45.9,81.0,0.0,2.3
Shaikpet,17-09-2018,0.0,26.1,34.2,54.7,78.4,0.0,6.5
Shaikpet,18-09-2018,18.3,22.9,31.2,62.4,91.8,0.0,12.0
Shaikpet,19-09-2018,0.0,24.3,30.6,65.5,83.5,0.0,7.0
Shaikpet,20-09-2018,0.0,23.6,31.1,64.8,84.0,0.0,9.5
Shaikpet,21-09-2018,0.0,24.1,31.0,63.0,83.5,0.0,8.2
Shaikpet,22-09-2018,2.3,22.6,24.5,78.6,91.6,0.0,8.4
Shaikpet,23-09-2018,0.0,23.4,33.0,56.6,89.4,0.0,7.1
Shaikpet,24-09-2018,26.0,23.0,34.2,51.3,92.2,0.0,8.7
Shaikpet,25-09-2018,0.0,24.3,33.0,57.1,90.9,0.0,0.7
Shaikpet,26-09-2018,0.0,24.3,33.3,58.4,89.8,0.0,3.8
Shaikpet,27-09-2018,0.0,22.3,30.9,70.7,87.9,0.0,0.1
Shaikpet,28-09-2018,1.0,24.2,32.5,56.5,91.6,0.0,3.2
Shaikpet,29-09-2018,0.0,24.0,32.6,59.0,88.4,0.0,6.0
Shaikpet,30-09-2018,0.0,23.9,32.5,61.0,90.8,0.0,6.5
Shaikpet,01-10-2018,0.0,24.5,32.8,58.6,88.0,0.0,6.4
Shaikpet,02-10-2018,0.0,24.2,32.3,61.6,86.3,0.0,8.0
Musheerabad,01-01-2018,0.0,16.8,35.3,27.6,99.9,0.0,0.3
Musheerabad,02-01-2018,0.0,18.2,37.2,30.1,82.6,0.0,3.4
Musheerabad,03-01-2018,0.0,19.3,34.6,38.7,99.9,0.0,1.8
Musheerabad,04-01-2018,0.0,15.9,34.6,39.1,83.1,0.0,3.4
Musheerabad,05-01-2018,0.0,19.3,32.2,32.7,75.2,0.0,2.7
Musheerabad,06-01-2018,0.0,15.7,34.6,25.3,80.8,0.0,0.5
Musheerabad,07-01-2018,0.0,16.1,34.6,26.1,81.3,0.0,3.9
Musheerabad,08-01-2018,0.0,15.3,34.69,33.6,77.2,0.0,0.7
Musheerabad,09-01-2018,0.0,16.4,32.1,33.5,94.8,0.0,3.5
Musheerabad,10-01-2018,0.0,17.4,32.1,41.5,83.6,0.0,4.1
Musheerabad,11-01-2018,0.0,18.0,34.6,39.4,74.2,0.0,2.7
Musheerabad,12-01-2018,0.0,18.5,33.7,33.2,81.9,0.0,1.0
Musheerabad,13-01-2018,0.0,20.5,35.0,24.6,71.4,0.0,1.1
Musheerabad,14-01-2018,0.0,18.8,34.6,22.1,68.5,0.0,0.1
Musheerabad,15-01-2018,0.0,19.2,34.6,32.6,89.5,0.0,3.4
Musheerabad,16-01-2018,0.0,20.4,35.1,26.2,98.7,0.0,4.1
Musheerabad,17-01-2018,0.0,19.3,34.8,20.7,81.9,0.0,7.1
Musheerabad,18-01-2018,0.0,17.3,35.8,32.0,90.7,0.0,2.6
Musheerabad,19-01-2018,0.0,16.7,35.7,26.6,88.1,0.0,2.8
Musheerabad,20-01-2018,0.0,17.4,35.4,22.9,81.3,0.0,1.9
Musheerabad,21-01-2018,0.0,17.9,35.4,15.7,88.1,0.0,3.7
Musheerabad,22-01-2018,0.0,17.4,35.0,28.4,94.8,0.0,2.0
Musheerabad,23-01-2018,0.0,16.6,34.6,31.1,88.8,0.0,2.3
Musheerabad,24-01-2018,0.0,19.4,35.8,30.9,95.5,0.0,2.6
Musheerabad,25-01-2018,0.0,16.6,35.3,33.7,88.3,0.0,2.8
Musheerabad,26-01-2018,0.0,17.4,35.6,30.7,74.2,0.0,1.9
Musheerabad,27-01-2018,0.0,16.9,34.6,19.8,74.2,0.0,0.8
Musheerabad,28-01-2018,0.0,16.4,34.6,23.6,77.0,0.0,2.8
Musheerabad,29-01-2018,0.0,19.8,35.6,30.8,99.9,0.0,2.5
Musheerabad,30-01-2018,0.0,15.6,34.6,30.0,78.4,0.0,3.8
Musheerabad,31-01-2018,0.0,15.4,35.3,18.4,74.9,0.0,3.8
Musheerabad,01-02-2018,0.0,17.4,35.4,12.9,74.2,0.0,3.7
Musheerabad,02-02-2018,0.0,16.8,35.3,12.3,70.9,0.0,2.8
Musheerabad,03-02-2018,0.0,15.7,35.5,14.1,53.1,0.0,5.0
Musheerabad,04-02-2018,0.0,19.0,35.2,15.2,54.6,0.0,3.5
Musheerabad,05-02-2018,0.0,15.9,35.9,17.0,70.8,0.0,4.6
Musheerabad,06-02-2018,0.0,17.4,35.8,26.2,89.1,0.0,3.2
Musheerabad,07-02-2018,0.0,17.5,35.8,13.8,74.4,0.0,5.7
Musheerabad,08-02-2018,0.0,19.0,34.6,26.0,55.6,0.0,1.2
Musheerabad,09-02-2018,0.0,20.1,35.0,20.0,66.0,0.0,3.7
Musheerabad,10-02-2018,0.0,20.4,34.6,25.7,67.9,0.0,2.2
Musheerabad,11-02-2018,0.0,19.8,34.6,34.9,64.1,0.0,2.7
Musheerabad,12-02-2018,0.0,20.1,32.9,28.7,85.0,0.0,7.6
Musheerabad,13-02-2018,0.0,19.2,34.6,46.8,69.9,0.0,3.3
Musheerabad,14-02-2018,0.0,19.0,33.1,28.7,87.8,0.0,4.5
Musheerabad,15-02-2018,0.0,18.6,32.1,42.8,66.5,0.0,4.0
Musheerabad,16-02-2018,0.0,18.5,34.9,37.4,63.3,0.0,3.6
Musheerabad,17-02-2018,0.0,17.6,34.9,16.4,36.2,0.0,5.1
Musheerabad,18-02-2018,0.0,17.3,35.8,15.9,30.5,0.0,4.2
Musheerabad,19-02-2018,0.0,19.8,35.2,22.1,56.5,0.0,5.7
Musheerabad,20-02-2018,0.0,20.0,35.5,28.7,84.2,0.0,5.2
Musheerabad,21-02-2018,0.0,19.5,37.2,20.0,75.3,0.0,3.6
Musheerabad,22-02-2018,0.0,23.4,37.2,30.9,37.3,0.0,3.2
Musheerabad,23-02-2018,0.0,19.8,34.5,22.8,61.4,0.0,1.4
Musheerabad,24-02-2018,0.0,17.6,37.2,18.6,57.0,0.0,3.6
Musheerabad,25-02-2018,0.0,16.3,37.2,19.1,68.3,0.0,3.8
Musheerabad,26-02-2018,0.0,18.0,34.3,15.2,64.2,0.0,4.6
